Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
168,0.3508,0.3901,0.8444,0.8326,0.9196,0.9027,0.8158,0.8119,0.8512,0.838,0.8898,0.8658,0.9036,0.8702,0.9036,0.8702
169,0.3482,0.3902,0.8451,0.8343,0.9207,0.9026,0.817,0.7992,0.8517,0.8434,0.8894,0.8929,0.9044,0.8699,0.9044,0.8699
170,0.3462,0.3948,0.8464,0.83,0.9215,0.9017,0.8189,0.7956,0.8527,0.8393,0.8895,0.888,0.9063,0.8702,0.9063,0.8703
171,0.345,0.3957,0.8467,0.8295,0.9223,0.9013,0.8182,0.7994,0.8532,0.8377,0.8913,0.8799,0.9074,0.8683,0.9074,0.8684
172,0.343,0.3955,0.8472,0.8316,0.9235,0.9019,0.8199,0.8081,0.8534,0.8378,0.8898,0.8697,0.9089,0.8703,0.9089,0.8703
173,0.3455,0.3921,0.8463,0.8336,0.9223,0.9022,0.819,0.8072,0.8527,0.8404,0.8892,0.8766,0.9079,0.8698,0.9079,0.8698
174,0.3474,0.3948,0.8465,0.8286,0.9208,0.9017,0.8184,0.801,0.853,0.8362,0.8906,0.8746,0.9039,0.8691,0.9039,0.8692
175,0.347,0.3915,0.8461,0.8318,0.9215,0.903,0.8194,0.8134,0.8523,0.8366,0.8878,0.8611,0.9072,0.8706,0.9072,0.8707
176,0.3431,0.397,0.8472,0.8301,0.9231,0.9011,0.8194,0.8037,0.8535,0.8371,0.8906,0.8735,0.9069,0.868,0.907,0.8681
177,0.3422,0.3936,0.8478,0.8313,0.9239,0.9016,0.82,0.8044,0.8541,0.8384,0.8912,0.8755,0.9093,0.8682,0.9093,0.8682
178,0.3435,0.3921,0.847,0.8314,0.9231,0.9005,0.8195,0.7946,0.8534,0.8413,0.8902,0.8938,0.9081,0.8663,0.9081,0.8664
179,0.3428,0.3976,0.8492,0.8305,0.9233,0.9006,0.8212,0.8018,0.8555,0.8382,0.8927,0.8781,0.908,0.8668,0.908,0.8669
180,0.3448,0.3951,0.8477,0.8325,0.9227,0.9013,0.8202,0.8013,0.854,0.8407,0.8907,0.8843,0.9065,0.8688,0.9065,0.8688
181,0.3428,0.3912,0.8486,0.832,0.9231,0.9021,0.8197,0.809,0.8552,0.8381,0.8939,0.8693,0.9081,0.8691,0.9081,0.8692
182,0.3436,0.3962,0.8484,0.8333,0.923,0.9011,0.8204,0.804,0.8547,0.8409,0.8921,0.8814,0.9073,0.8684,0.9073,0.8684
183,0.342,0.3959,0.8473,0.8306,0.9239,0.903,0.82,0.812,0.8536,0.8355,0.89,0.8605,0.9097,0.8701,0.9097,0.8701
184,0.3407,0.3945,0.8483,0.8336,0.924,0.9022,0.8202,0.8149,0.8547,0.8384,0.8922,0.8633,0.9085,0.8688,0.9085,0.8689
185,0.3387,0.3984,0.8493,0.83,0.925,0.9007,0.8208,0.8028,0.8557,0.8373,0.8937,0.8748,0.9103,0.8684,0.9103,0.8685
186,0.3377,0.3982,0.8499,0.8311,0.9256,0.9011,0.8225,0.7942,0.856,0.841,0.8923,0.8938,0.9114,0.8678,0.9114,0.8679
187,0.3397,0.3932,0.8498,0.8322,0.9251,0.9019,0.8221,0.8048,0.856,0.8394,0.8928,0.877,0.9101,0.8682,0.9102,0.8683
188,0.3421,0.3962,0.8488,0.8306,0.9238,0.9012,0.8206,0.8083,0.8551,0.8365,0.8927,0.8669,0.9086,0.8693,0.9086,0.8694
189,0.3382,0.3973,0.8512,0.833,0.9252,0.9007,0.8233,0.8045,0.8573,0.8405,0.8944,0.8799,0.9108,0.8663,0.9108,0.8663
190,0.3404,0.3935,0.8491,0.8326,0.9246,0.9024,0.8209,0.8093,0.8555,0.8387,0.8932,0.8702,0.9098,0.8697,0.9098,0.8698
191,0.3375,0.3983,0.852,0.8318,0.9259,0.9008,0.8248,0.7953,0.858,0.8416,0.894,0.8938,0.9116,0.8659,0.9116,0.8659
192,0.3385,0.3941,0.8511,0.8363,0.9256,0.9029,0.8232,0.819,0.8572,0.8407,0.8941,0.8636,0.9114,0.8696,0.9114,0.8696
193,0.3377,0.3947,0.8524,0.8315,0.9259,0.9023,0.825,0.8048,0.8584,0.8386,0.8946,0.8752,0.912,0.8704,0.912,0.8705
194,0.3386,0.3959,0.8504,0.832,0.9252,0.903,0.8226,0.8034,0.8566,0.8396,0.8935,0.8792,0.9096,0.8702,0.9096,0.8703
195,0.3377,0.3978,0.8508,0.8311,0.926,0.9024,0.8239,0.7906,0.8568,0.842,0.8923,0.9006,0.9128,0.8691,0.9128,0.8691
196,0.337,0.3901,0.8502,0.8328,0.9264,0.9029,0.8224,0.8022,0.8564,0.8409,0.8932,0.8834,0.9132,0.8704,0.9132,0.8705
197,0.3357,0.3964,0.8511,0.8322,0.9267,0.9018,0.8247,0.7968,0.8569,0.8416,0.8917,0.8918,0.9123,0.8701,0.9123,0.8701
198,0.3362,0.3984,0.8511,0.8338,0.9264,0.9027,0.823,0.811,0.8574,0.8397,0.8947,0.8704,0.9118,0.8696,0.9118,0.8697
199,0.3368,0.3948,0.8514,0.833,0.9261,0.9035,0.8238,0.8115,0.8575,0.8386,0.8941,0.8675,0.9115,0.871,0.9115,0.871
200,0.3369,0.3949,0.8513,0.8315,0.9265,0.9029,0.8239,0.7984,0.8573,0.8403,0.8936,0.8869,0.9116,0.8712,0.9116,0.8713
Epoch,Test Loss,Test Accuracy,Test AUC ROC,Test PR,Test F1,Test Recall,Test Int AP,Test AP
200,0.4078,0.8269,0.8957,0.8071,0.8323,0.8593,0.8616,0.8616
