Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
162,0.2591,0.304,0.8957,0.8878,0.954,0.9404,0.8662,0.8602,0.8998,0.8919,0.9361,0.9261,0.9413,0.917,0.9413,0.917
163,0.2561,0.3097,0.8965,0.8871,0.9551,0.9399,0.8674,0.8552,0.9005,0.892,0.9361,0.9321,0.9431,0.9157,0.9431,0.9158
164,0.2555,0.3131,0.8978,0.8867,0.9552,0.9401,0.8685,0.8533,0.9017,0.8918,0.9375,0.9339,0.9425,0.9168,0.9425,0.9168
165,0.2575,0.3058,0.8954,0.8882,0.9547,0.9402,0.8663,0.8539,0.8994,0.8933,0.9351,0.9366,0.9427,0.9163,0.9427,0.9163
166,0.2575,0.3012,0.8964,0.8886,0.9546,0.9413,0.8677,0.8556,0.9003,0.8936,0.9354,0.935,0.9425,0.9184,0.9425,0.9185
167,0.2582,0.3031,0.8956,0.8872,0.9545,0.9407,0.8662,0.8636,0.8996,0.8908,0.9357,0.9197,0.9422,0.9171,0.9422,0.9171
168,0.2559,0.3022,0.8973,0.8886,0.9551,0.9405,0.8681,0.8578,0.9012,0.8932,0.937,0.9317,0.943,0.9167,0.943,0.9167
169,0.2553,0.3017,0.8964,0.8881,0.9552,0.941,0.8674,0.8582,0.9003,0.8925,0.9358,0.9297,0.9432,0.9181,0.9432,0.9181
170,0.2553,0.3069,0.8971,0.8892,0.9555,0.9413,0.8688,0.8507,0.9009,0.895,0.9354,0.9441,0.944,0.9175,0.944,0.9175
171,0.2553,0.3016,0.8967,0.8875,0.9553,0.9409,0.8676,0.8538,0.9007,0.8926,0.9364,0.935,0.9431,0.9173,0.9431,0.9173
172,0.2561,0.3007,0.8971,0.8907,0.9551,0.9408,0.8674,0.8583,0.9011,0.8955,0.9376,0.9361,0.9429,0.9168,0.9429,0.9168
173,0.2542,0.3042,0.8982,0.8888,0.9559,0.9407,0.8693,0.8544,0.902,0.8939,0.9373,0.9372,0.9443,0.9165,0.9443,0.9165
174,0.2564,0.3033,0.8965,0.8893,0.9551,0.9406,0.8676,0.8537,0.9005,0.8946,0.9359,0.9396,0.9432,0.9164,0.9432,0.9164
175,0.2546,0.3017,0.8979,0.8883,0.9555,0.9412,0.8692,0.8605,0.9017,0.8925,0.9366,0.927,0.9435,0.9178,0.9435,0.9179
176,0.2536,0.3094,0.8969,0.8886,0.956,0.9403,0.8682,0.8529,0.9007,0.894,0.9359,0.9392,0.9448,0.9165,0.9448,0.9165
177,0.255,0.3071,0.8968,0.8894,0.9554,0.9407,0.8683,0.8614,0.9006,0.8935,0.9354,0.9282,0.9431,0.9169,0.9431,0.917
178,0.2532,0.3069,0.898,0.8885,0.9562,0.9407,0.8696,0.8587,0.9018,0.893,0.9365,0.9301,0.9449,0.9175,0.9449,0.9175
179,0.2539,0.3083,0.8976,0.8893,0.9557,0.9414,0.8694,0.8525,0.9014,0.8948,0.9358,0.9414,0.9442,0.9184,0.9442,0.9184
180,0.2534,0.3011,0.8978,0.8899,0.956,0.941,0.8693,0.8546,0.9016,0.8951,0.9364,0.9398,0.9441,0.9171,0.9441,0.9171
181,0.2534,0.3059,0.8976,0.8885,0.9562,0.9407,0.8691,0.8555,0.9014,0.8934,0.9362,0.9349,0.9451,0.9173,0.9451,0.9173
182,0.2533,0.3155,0.8977,0.8885,0.9562,0.9394,0.8697,0.8527,0.9014,0.8939,0.9355,0.9393,0.9445,0.9137,0.9445,0.9137
183,0.2535,0.3015,0.8979,0.8882,0.956,0.9414,0.8697,0.8568,0.9016,0.893,0.936,0.9323,0.9443,0.9173,0.9443,0.9173
184,0.2523,0.3042,0.8987,0.8875,0.9562,0.9405,0.8699,0.8619,0.9025,0.8913,0.9377,0.9228,0.9444,0.9163,0.9444,0.9163
185,0.2501,0.304,0.8994,0.8901,0.9571,0.9415,0.8706,0.8609,0.9031,0.8944,0.9382,0.9306,0.946,0.9177,0.946,0.9177
186,0.251,0.3057,0.8992,0.8886,0.9569,0.9413,0.8706,0.8554,0.9029,0.8935,0.9377,0.9352,0.9454,0.9175,0.9454,0.9175
187,0.2515,0.3056,0.8991,0.8882,0.9565,0.9409,0.8705,0.8609,0.9028,0.8923,0.9376,0.9261,0.9452,0.9166,0.9452,0.9166
188,0.2513,0.2999,0.8988,0.8895,0.9566,0.9412,0.8706,0.8551,0.9025,0.8946,0.9369,0.9379,0.9451,0.9174,0.9451,0.9174
189,0.251,0.3032,0.8989,0.8894,0.9568,0.9412,0.8701,0.8579,0.9027,0.8941,0.9378,0.9334,0.9455,0.9175,0.9455,0.9175
190,0.2502,0.3042,0.899,0.8899,0.9571,0.9411,0.8709,0.8587,0.9027,0.8944,0.9369,0.9333,0.9462,0.9163,0.9462,0.9163
191,0.2502,0.3013,0.8996,0.8906,0.9569,0.9414,0.8712,0.861,0.9033,0.8949,0.9379,0.9316,0.9453,0.9175,0.9453,0.9175
192,0.2498,0.3059,0.8987,0.8906,0.9575,0.9407,0.8706,0.8607,0.9024,0.895,0.9366,0.9322,0.9467,0.9164,0.9467,0.9164
193,0.2494,0.3017,0.899,0.8893,0.9573,0.9409,0.8707,0.8598,0.9027,0.8936,0.9371,0.9301,0.9461,0.917,0.9461,0.917
194,0.2502,0.3049,0.8988,0.8889,0.9572,0.9409,0.8708,0.855,0.9025,0.894,0.9365,0.9366,0.9462,0.9166,0.9462,0.9166
195,0.2481,0.301,0.8999,0.8904,0.9579,0.941,0.8717,0.857,0.9035,0.8953,0.9377,0.9372,0.9473,0.9165,0.9473,0.9165
196,0.249,0.3027,0.8994,0.8902,0.9576,0.9414,0.8715,0.8566,0.903,0.8951,0.9369,0.9374,0.9469,0.9172,0.9469,0.9172
197,0.2479,0.3068,0.9002,0.8894,0.958,0.9411,0.8725,0.8566,0.9038,0.8943,0.9375,0.9353,0.9473,0.9175,0.9473,0.9175
198,0.2489,0.3057,0.8997,0.8898,0.9577,0.9413,0.8718,0.8616,0.9034,0.8939,0.9373,0.9287,0.9469,0.9181,0.9469,0.9181
199,0.249,0.3032,0.9003,0.89,0.9576,0.9421,0.8724,0.8572,0.9039,0.8948,0.9378,0.936,0.9466,0.9189,0.9466,0.919
200,0.2478,0.2991,0.9011,0.8897,0.9579,0.9415,0.8724,0.8624,0.9048,0.8937,0.9396,0.9275,0.9468,0.9171,0.9469,0.9171
Epoch,Test Loss,Test Accuracy,Test AUC ROC,Test PR,Test F1,Test Recall,Test Int AP,Test AP
200,0.3074,0.8875,0.9383,0.856,0.8923,0.9318,0.9119,0.9119
